Name,FinalStar,RatingDistTotal,
"Java Student Solutions Manual to Accompany Java: How to Program",3.9,959,
"A Little Java, a Few Patterns",3.8,60,
"Java Programming: Introductory Concepts and Techniques",3.2,13,
"Software Architecture Design Patterns in Java",3.7,10,
"Java Design Patterns: A Tutorial",3.0,20,
"Data Structures and Algorithms with Object-Oriented Design Patterns in Java",3.9,8,
"J2ee Best Practices: Java Design Patterns, Automation, and Performance",4.0,1,
"Google Web Toolkit: Gwt Java Ajax Programming",2.2,4,
"Understanding Object-Oriented Programming with Java: Updated Edition (New Java 2 Coverage)",4.1,30,
"Data Structures Outside-In with Java",3.3,6,
"The Religion of Java",4.1,237,
"Introduction to Engineering Programming: In C, MATLAB and Java",0,0,
"Programming and Problem Solving with Java",4.0,13,
"Java: A Framework for Programming and Problem Solving",3.8,4,
"The Java Developer's Guide to Eclipse",3.0,6,
"No Greater Love: A Day with the Mobile Guerrilla Force in Vietnam",4.2,216,
"A Heart Divided: Battle of Mobile Bay (Battles of Destiny, #2)",3.7,51,
"Catalytic Control of Air Pollution: Mobile and Stationary Sources",0,0,
"The Unknown World of the Mobile Home",4.3,7,
"Starship Troopers: The Mobile Infantry Army Book",3.0,1,
"Microsoft Visual Basic 2005 for Windows, Mobile, Web, Office, and Database Applications: Comprehensive",4.0,2,
"Handbook of Research on Mobile Multimedia (1st Edition)",0,0,
"Mobile Communications",3.8,43,
"Microwave Mobile Communications",4.5,2,
"Mobile WiMAX: Toward Broadband Wireless Metropolitan Area Networks",5.0,2,
"The Cdma2000 System for Mobile Communications: 3g Wireless Evolution",3.2,5,
"Mobile Communications: Re-Negotiation of the Social Sphere",3.8,4,
"Advances in Mobile Information Systems",0,0,
"Mobile Communication Systems",0,0,
"Mbusiness: The Strategic Implications of Mobile Communications",0,0,
"Video Coding for Mobile Communications: Efficiency, Complexity and Resilience",0,0,
"Peer-To-Peer Computing for Mobile Networks: Information Discovery and Dissemination",4.0,1,
"Pro Java ME MMAPI: Mobile Media API for Java Micro Edition",3.0,1,
"Wireless Internet and Mobile Business: How to Program",2.3,3,
"S. U. M. M. I. T.: Socially Upwardly Mobile Mountaineers In Training, Or, The New English Gentleman, Or, The Social Sherpa, Or, Get Back Under Your Stones Sloanes: Being The Official Social Climbers Handbook",0,0,
"Syncml: Synchronizing and Managing Your Mobile Data",2.5,4,
"Android at Arms",3.7,275,
"Fiction and the Shape of Belief: A Study of Henry Fielding, with Glances at Swift, Johnson, and Richardson",5.0,1,
"The Tom Swift Treasury Vol. I",4.4,5,
"A Swift Pure Cry",3.8,2296,
"Tom Swift And His Motor-boat (Tom Swift Sr, #2)",3.8,211,
"Maximum Impact Short-Term Mission: The God-Commanded Repetitive Deplayment of Swift, Temporary Non-Professional Missionaries",3.3,12,
"Lee's Terrible Swift Sword: From Antietam to Chancellorsville: An Eyewitness History",3.7,29,
"Tom Swift in the Land of Wonders (Tom Swift Sr, #20)",3.6,92,
"Tom Swift Among the Diamond Makers, or, the Secret of Phantom Mountain (Tom Swift Sr, #7)",3.7,86,
"Swift Thoughts",2.8,11,
"Five Deans: John Colet, John Donne, Jonathan Swift, Arthur Penrhyn Stanley, William Ralph Inge",3.0,1,
"swift and Effective Retribution": The U.S. Sixth Fleet and the Confrontation with Qaddafi"",0,0,
"Reading Iconotexts: From Swift to the French Revolution",4.0,1,
"Nets",3.9,302,
"City of Nets: A Portrait of Hollywood in the 1940s",4.2,710,
"Expert One-On-One Visual Basic 2005 Database Programming",3.4,9,
"Microsoft Visual Basic 2005 for Windows, Mobile, Web, Office, and Database Applications: Comprehensive",4.0,2,
"Indexing Techniques for Advanced Database Systems",3.5,2,
"Larry Ellison: Database Genius of Oracle",3.0,1,
"Database Design Using Entity-Relationship Diagrams",3.2,14,
"Advantage Database Server: A Developer's Guide",3.5,4,
"Database Processing: Fundamentals, Design, and Implementation",3.5,92,
"Handbook of Relational Database Design",3.4,21,
"Beginning Database Design",3.2,22,
"Nearest Neighbor Search:: A Database Perspective",0,0,
"Oracle SQL Tuning Pocket Reference",3.4,27,
"SQL Tuning",3.5,50,
"SQL Server Query Performance Tuning Distilled",4.1,10,
"SQL in a Nutshell: A Desktop Quick Reference",3.7,128,
"Microsoft SQL Server 2005 Administrator's Companion",3.8,16,
"SQL Pocket Guide",3.9,240,
"Microsoft SQL Server Black Book with CD",0,0,
"Beginning SQL Server 2005 Express for Developers: From Novice to Professional",0,0,
"Megadeth - Rust in Peace",4.6,14,
"Foundations of Python Network Programming",3.7,68,
"Game Programming with Python, Lua, and Ruby",2.0,11,
"A Pocketful of Python",3.5,13,
"Data Structures & Problem Solving Using Java",3.8,47,
"Data Structures and Algorithms in Java",3.9,17,
"Bitter Java",3.5,46,
"Beyond Java",3.2,55,
"Better, Faster, Lighter Java",3.5,63,
"Enterprise Java Beans 2.1",3.0,1,
"Java Generics and Collections: Speed Up the Java Development Process",3.9,254,
"Wicked Cool Java: Code Bits, Open-Source Libraries, and Project Ideas",3.6,18,
"Rich Forests, Poor People: Resource Control and Resistance in Java",4.3,32,
"Hacking Exposed J2ee & Java: Developing Secure Web Applications with Java Technology",3.3,15,
"Developing Enterprise Java Applications with J2EE and UML",3.0,9,
"Enterprise Java Security: Building Secure J2EE Applications",3.0,1,
"Java Network Programming",3.6,116,
"Data Structures in Java: From Abstract Data Types to the Java Collections Framework",3.4,5,
"Objects, Abstraction, Data Structures and Design Using Java Version 5.0",3.7,51,
"Java",0,0,
"Essential Java Fast: How to Write Object Oriented Software for the Internet in Java",0,0,
"Bea Weblogic Workshop 8.1 Kick Start: Simplifying Java Web Applications and J2ee",3.0,1,
"Introduction to Neural Networks with Java",3.3,19,
"The Imperial Presidency and the Consequences of 9/11 [2 Volumes]: Lawyers React to the Global War on Terrorism",0,0,
"Agile Software Development with Scrum",3.8,905,
"Mobile Web 2.0: The Innovator's Guide to Developing and Marketing Next Generation Wireless/Mobile Applications",4.3,6,
"How to Do Everything with Windows Mobile",3.7,3,
"Mobile Marketing",2.2,4,
"Mobile Mansions (Intl): Taking Home Sweet Home on the Road",3.7,17,
"The Mobile Revolution: The Making of Mobile Services Worldwide",3.7,6,
"Blackjack-33: Fourteen Deadly Days with the Mobile Guerrilla Force in Vietnam",4.2,401,
"Ad-Hoc, Mobile, and Wireless Networks: 5th International Conference, Adhoc-Now 2006, Ottawa, Canada, August 17-19, 2006 Proceedings",4.0,2,
"Urban Emancipation: Popular Politics in Reconstruction Mobile, 1860-1890",3.8,6,
"Communication Systems for the Mobile Information Society",4.0,1,
"The Mobile DJ Handbook: How to Start & Run a Profitable Mobile Disc Jockey Service",3.8,11,
"Heidegger, Habermas and the Mobile Phone",3.5,35,
"The Many Aspects of Mobile Home Living",3.5,708,
"Mobile Phone Theft",0,0,
"Building Solutions with the Microsoft .Net Compact Framework: Architecture and Best Practices for Mobile Development",3.0,1,
"Mobile Interaction Design",3.2,20,
"Lot-Ek: Mobile Dwelling Unit",3.5,2,
"Mobile Networks and Computing",0,0,
"Robot Vision: Video-Based Indoor Exploration with Autonomous and Mobile Robots",3.0,1,
"Mobile Data Management: Second International Conference, MDM 2001 Hong Kong, China, January 8-10, 2001 Proceedings",0,0,
"Hard to Forget : An American with the Mobile Guerrilla Force in Vietnam",4.2,16,
"Handbook of Algorithms for Wireless Networking and Mobile Computing",1.0,1,
"The Case of the Missing Books (Mobile Library Mystery, #1)",3.0,3208,
"Growing Up with Lucy: How to Build an Android in Twenty Easy Steps",4.0,50,
"Spasm: Virtual Reality, Android Music and Electric Flesh",3.6,25,
"Gulliver's Travels (Prose Writings of Jonathan Swift 11)",0,0,
"The Short, Swift Time of Gods on Earth: The Hohokam Chronicles",3.9,15,
"Christmas After All: The Great Depression Diary of Minnie Swift, Indianapolis, Indiana, 1932 (Dear America)",3.9,2717,
"Jonathan Swift and the Millennium of Madness: The Information Age in Swift's 'a Tale of a Tub'",0,0,
"Jonathan Swift: The Major Works (Oxford Authors (Paperback))",4.2,73,
"Jonathan Swift and the Vested Word",0,0,
"Jonathan Swift: A Collection of Critical Essays",5.0,2,
"Jonathan Swift (Modern Critical Views)",4.0,1,
"Jonathan Swift: The Selected Poems",4.7,6,
"The Satire of Jonathan Swift",5.0,1,
"Jonathan Swift, Gulliver's Travels""",5.0,2,
"Vanessa and Her Correspondence with Jonathan Swift",5.0,3,
"Jonathan Swift",4.0,2,
"Letting Swift River Go",4.1,603,
"Annabelle Swift, Kindergartner",3.6,107,
"Jonathan Swift: Everyman's Poetry Library",3.1,7,
"Selected Essays in English Literatures: British and Canadian: Jonathan Swift, John Fowles, Margaret Laurence, Margaret Atwood, Di Brandt, Dennis Cooley",5.0,2,
"The Unthinkable Swift: Spontaneous Philosophy of a Church of England Man",3.0,2,
"Swift: Gulliver's Travels",3.8,5,
"Comprehensive Database Performance for OS/2 2.0's Extended Services",0,0,
"Database 101",2.9,7,
"The Childes Project: Tools for Analyzing Talk, Volume II: The Database",0,0,
"Visual Developer Magazine Visual Basic 5 Web Database Development",0,0,
"Oracle Database 10g PL/SQL 101",3.3,14,
"Seeing Data: Designing User Interfaces for Database Systems Using .Net",2.3,3,
"Webrad: Building Database Applications on the Web with Visual FoxPro and Web Connection",2.5,6,
"Database Hacker's Handbook W/Ws",3.6,37,
"Advances in Database Technology - Edbt '94: 4th International Conference on Extending Database Technology, Cambridge, United Kingdom, March 28 - 31, 1994. Proceedings",0,0,
"The Firebird Book: A Reference for Database Developers",4.7,6,
"Professional SQL Server 2005 CLR Programming: With Stored Procedures, Functions, Triggers, Aggregates, and Types",4.0,2,
"Microsoft® SQL Server� 2000 High Availability",0,0,
"Hitchhiker's Guide to Visual Basic and SQL Server: William R. Vaughn",3.0,2,
"Rat Scabies and the Holy Grail: Can a Punk Rock Legend Find What Monty Python Couldn't?",4.0,256,
"Dark Knights and Holy Fools: The Art and Films of Terry Gilliam: From Before Python to Beyond Fear and Loathing",3.9,104,
"Big Snake: The Hunt for the World's Longest Python",3.3,74,
"Monty Python Encyclopedia",3.9,43,
"Rapid Web Applications with TurboGears: Using Python to Create Ajax-Powered Sites",3.1,12,
"Java Concepts",3.6,48,
"Good Times and Bad Times in Rural Java: Case Study of Socio-Economic Dynamics in Two Villages Towards the End of the Twentieth Century",4.8,5,
"Schaum's Outline of Data Structures with Java",4.0,26,
"Schaum's Outline of Programming with Java",4.1,30,
"Agile Java Development with Spring, Hibernate and Eclipse",3.0,44,
"Pro Java 6 3D Game Development: Java 3d, Jogl, Jinput and Joal APIs",4.3,3,
"Killer Game Programming in Java",3.3,89,
"Data Mining: Practical Machine Learning Tools and Techniques with Java Implementations",3.9,733,
"Java Regular Expressions: Taming the Java.Util.Regex Engine",3.8,4,
"Catalogue of the Natural History Drawings Commissioned by Joseph Banks on the Endeavour Voyage PT. 2: Botany: Brazil, Java, Madiera, New Zealand, Soci",5.0,1,
"Data Abstraction and Problem Solving with Java, Walls and Mirrors, Updated Edition",3.5,62,
"Java & XML",3.2,84,
"Oracle Database 10g XML & SQL: Design, Build, & Manage XML Applications in Java, C, C++, & PL/SQL",3.0,6,
"Oracle Database Programming Using Java and Web Services",5.0,1,
"Oracle 9i Java Programming: Solutions for Developers Using Java and PL/SQL",0,0,
"Head First Java",4.2,3565,
"Java in a Nutshell",3.8,973,
"Introduction to Java Programming: Comprehensive Version",4.1,399,
"Beginning Programming with Java for Dummies",3.7,260,
"Java Persistence with Hibernate: Revised Edition of Hibernate in Action",3.9,377,
"Java Cookbook",3.7,134,
"Java Examples in a Nutshell",3.5,88,
"Rails for Java Developers",3.5,26,
"Java Swing",3.5,39,
"Java All-In-One Desk Reference for Dummies",4.2,124,
"The Definitive Guide to Java Swing",3.3,13,
"Java SE 6:  The Complete Reference",4.1,104,
"Java Servlet Programming",3.6,38,
"Java I/O: Tips and Techniques for Putting I/O to Work",3.4,32,
"Agile Java: Crafting Code with Test-Driven Development",4.0,35,
"Just Java 2",4.2,25,
"Java Performance Tuning",3.6,63,
"SCJP Exam for J2SE 5: A Concise and Comprehensive Study Guide for the Sun Certified Java Programmer Exam",3.0,12,
"Java Enterprise in a Nutshell",3.6,28,
"Java 6 Platform Revealed",3.1,9,
"Professional Java JDK 6 Edition",2.8,12,
"The Java Language Specification (The Java Series)",3.9,75,
"Java 2 For Dummies",3.7,7,
"The Elements of Java Style",3.9,84,
"The Java Developer's Guide to Eclipse",3.7,16,
"C# for Java Developers",3.4,17,
"Pro EJB 3: Java Persistence API",3.4,24,
"SCBCD Exam Study Kit: Java Business Component Developer Certification for EJB",3.3,3,
"Ejb & JSP Java on the Edge",0,0,
"Scwcd Exam Study Kit: Java Web Component Developer Certification",3.2,9,
"Enterprise Java Programming with IBM WebSphere",2.6,5,
"Asian Style Hotels: Bali, Java, Malaysia, Singapore, Thailand",3.6,7,
"Java Open Source Programming: With XDoclet, JUnit, Webwork, Hibernate",3.0,3,
"Object-Oriented Discrete-Event Simulation with Java: A Practical Introduction",0,0,
"Java in a Time of Revolution: Occupation and Resistance, 1944-1946",4.1,46,
"Java Demystified",3.7,16,
"An Introduction to Data Structures and Algorithms with Java",2.0,1,
"Java Collections: An Introduction to Abstract Data Types, Data Structures and Algorithms",3.6,5,
"Java Programming: From Problem Analysis to Program Design",3.9,89,
"Java Programming: Program Design Including Data Structures",3.9,89,
"Data Structures Using Java",4.1,47,
"Java and XML for Dummies",3.7,7,
"Java in a Nutshell (In a Nutshell)",3.8,973,
"Java in a Nutshell (In a Nutshell (O'Reilly))",3.8,973,
"Student Workbook Java in a Nutshell: A Desktop Quick Reference",0,0,
"Java in a Nutshell: A Desktop Quick Reference for Java Programmers",3.8,973,
"Addison-Wesley's Review for the AP Computer Science Exam in Java",0,0,
"My Child Is Gay: How Parents React When They Hear the News",4.0,12,
"W-CDMA and cdma2000 for 3G Mobile Networks",3.3,3,
"An Ornament to the City: Old Mobile Ironwork",4.5,2,
"Strategies for E-Business: Creating Value Through Electronic and Mobile Commerce",4.3,7,
"The Osler Medical Handbook: Mobile Medicine Series",5.0,1,
"Cell Phone Culture: Mobile Technology in Everyday Life",3.6,8,
"Mobile Cultures: New Media in Queer Asia",3.5,11,
"Industrial Poetics: Demo Tracks for a Mobile Culture",4.7,3,
"Moving Cultures: Mobile Communication in Everyday Life",2.7,7,
"Thumb Culture: The Meaning of Mobile Phones for Society",3.6,5,
"Society and Circulation: Mobile People and Itinerant Cultures in South Asia, 1750-1950",0,0,
"The Mobile Spectacle: Variable Perspective in Manzoni's I Promessi Sposi",0,0,
"The Bpm List: A Music Reference Guide for Mobile Djs",5.0,1,
"Foundation Flash Applications for Mobile Devices",3.0,1,
"Mobile Suit Gundam: Awakening, Escalation, Confrontation",4.1,253,
"Mobile Suit Gundam Wing: Battlefield of Pacifists",3.9,128,
"Mobile Suit Gundam Seed, Volume 1",3.8,177,
"Mobile Suit Gundam SEED (Novel) Volume 3 (Gundam (Tokyopop) (Graphic Novels))",4.3,31,
"Mobile Suit Gundam Seed, Volume 5",3.8,71,
"Mobile Suit Gundam Seed, Volume 4",3.7,73,
"Mobile Suit Gundam Seed, Volume 2",3.9,109,
